,cpu,mem
details-v1,37.20573685300279,203.49577356557376
productpage-v1,134.49426149398698,765.5296490778688
ratings-v1,32.56248701092593,217.61276895491804
reviews-v1,49.910808878690084,363.4608094262295
reviews-v2,101.35085439071652,363.52740778688525
reviews-v3,92.83954061912665,406.1985143442623
