timestamp,details-v1&p50,productpage-v1&p50,ratings-v1&p50,reviews-v1&p50,reviews-v2&p50,reviews-v3&p50,details-v1&p90,productpage-v1&p90,ratings-v1&p90,reviews-v1&p90,reviews-v2&p90,reviews-v3&p90,details-v1&p99,productpage-v1&p99,ratings-v1&p99,reviews-v1&p99,reviews-v2&p99,reviews-v3&p99
2026-03-24 10:31:00,4.714285714285714,172.22222222222223,4.75,7.857142857142857,36.111111111111114,33.92857142857143,8.916666666666666,243.33333333333331,8.928571428571429,12.999999999999995,49.44444444444445,46.78571428571429,9.891666666666666,8400.000000000004,9.892857142857142,23.800000000000008,94.0,49.67857142857143
2026-03-24 10:31:05,4.714285714285714,172.22222222222223,4.6,7.5,36.111111111111114,50.0,8.916666666666666,243.33333333333331,8.875000000000002,9.5,49.44444444444445,90.0,9.891666666666666,8400.000000000004,9.8875,9.95,94.0,99.0
2026-03-24 10:31:10,4.714285714285714,172.22222222222223,4.6,7.5,20.71428571428571,50.0,8.916666666666666,243.33333333333331,8.875000000000002,9.5,41.666666666666664,90.0,9.891666666666666,8400.000000000004,9.8875,9.95,49.166666666666664,99.0
2026-03-24 10:31:15,3.8,170.3125,4.6,7.5,20.71428571428571,50.0,8.25,249.0625,8.875000000000002,9.5,41.666666666666664,90.0,9.825,8949.999999999998,9.8875,9.95,49.166666666666664,99.0
2026-03-24 10:31:20,3.8,170.3125,4.714285714285714,7.857142857142857,20.71428571428571,25.0,8.25,249.0625,15.249999999999996,12.999999999999995,41.666666666666664,45.0,9.825,8949.999999999998,24.024999999999995,23.800000000000008,49.166666666666664,49.5
2026-03-24 10:31:25,3.8,170.3125,4.714285714285714,7.857142857142857,37.5,25.0,8.25,249.0625,15.249999999999996,12.999999999999995,129.99999999999994,45.0,9.825,8949.999999999998,24.024999999999995,23.800000000000008,238.00000000000009,49.5
2026-03-24 10:31:30,6.25,162.5,4.714285714285714,7.857142857142857,37.5,25.0,9.25,239.16666666666669,15.249999999999996,12.999999999999995,129.99999999999994,45.0,9.925,8849.999999999996,24.024999999999995,23.800000000000008,238.00000000000009,49.5
2026-03-24 10:31:35,6.25,162.5,3.5000000000000004,7.5,37.5,40.625,9.25,239.16666666666669,7.500000000000002,9.5,129.99999999999994,75.0,9.925,8849.999999999996,9.749999999999998,9.95,238.00000000000009,97.49999999999999
2026-03-24 10:31:40,6.25,162.5,3.5000000000000004,7.5,25.0,40.625,9.25,239.16666666666669,7.500000000000002,9.5,45.0,75.0,9.925,8849.999999999996,9.749999999999998,9.95,49.5,97.49999999999999
2026-03-24 10:31:45,5.384615384615385,162.5,3.5000000000000004,7.5,25.0,40.625,9.076923076923077,239.16666666666669,7.500000000000002,9.5,45.0,75.0,9.907692307692308,8849.999999999996,9.749999999999998,9.95,49.5,97.49999999999999
