,cpu,mem
details-v1,251.80377822130896,249.34970543032787
productpage-v1,1465.1210195754077,829.8066086065573
ratings-v1,140.08973583169626,218.9810450819672
reviews-v1,63.1168101278686,373.6241034836066
reviews-v2,138.56233397649885,382.1321721311475
reviews-v3,132.16380491748353,427.44915471311475
