details-v1&cpu_usage,details-v1&cpu_limit,details-v1&mem_usage,details-v1&mem_usage_rate,details-v1&mem_limit,details-v1&fs_usage,details-v1&fs_write,details-v1&fs_read,details-v1&net_receive,details-v1&net_trainsmit,productpage-v1&cpu_usage,productpage-v1&cpu_limit,productpage-v1&mem_usage,productpage-v1&mem_usage_rate,productpage-v1&mem_limit,productpage-v1&fs_usage,productpage-v1&fs_write,productpage-v1&fs_read,productpage-v1&net_receive,productpage-v1&net_trainsmit,ratings-v1&cpu_usage,ratings-v1&cpu_limit,ratings-v1&mem_usage,ratings-v1&mem_usage_rate,ratings-v1&mem_limit,ratings-v1&fs_usage,ratings-v1&fs_write,ratings-v1&fs_read,ratings-v1&net_receive,ratings-v1&net_trainsmit,reviews-v1&cpu_usage,reviews-v1&cpu_limit,reviews-v1&mem_usage,reviews-v1&mem_usage_rate,reviews-v1&mem_limit,reviews-v1&fs_usage,reviews-v1&fs_write,reviews-v1&fs_read,reviews-v1&net_receive,reviews-v1&net_trainsmit,reviews-v2&cpu_usage,reviews-v2&cpu_limit,reviews-v2&mem_usage,reviews-v2&mem_usage_rate,reviews-v2&mem_limit,reviews-v2&fs_usage,reviews-v2&fs_write,reviews-v2&fs_read,reviews-v2&net_receive,reviews-v2&net_trainsmit,reviews-v3&cpu_usage,reviews-v3&cpu_limit,reviews-v3&mem_usage,reviews-v3&mem_usage_rate,reviews-v3&mem_limit,reviews-v3&fs_usage,reviews-v3&fs_write,reviews-v3&fs_read,reviews-v3&net_receive,reviews-v3&net_trainsmit,timestamp
0.21568697329995717,0.0,243.96484375,0.06770833333333333,1024.0,0.010546875,0.0,0.0,38.16712239583333,107.38961588541666,1.3893046689000281,0.0,810.75,16.296744791666665,1024.0,0.0,0.0,0.0,111.57646484375,705.5614908854167,0.09497138753331313,0.0,217.9609375,7.243619791666667,1024.0,0.00234375,0.0,0.0,25.18857421875,85.30481770833333,0.07008367219997733,0.0,374.9296875,0.00546875,1024.0,0.0,0.0,0.0,9.807877604166666,42.083561197916666,0.11087790156667932,0.0,381.25,0.013151041666666667,1024.0,0.00013020833333333333,0.0,0.0,30.544661458333334,141.10927734375,0.14594553536664231,0.0,428.9921875,9.992317708333333,1024.0,0.0,0.0,0.0,22.79326171875,97.66266276041667,2026-03-24 13:28:00
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003234,0.0,218.1953125,5.307812500000001,1024.0,0.0,0.0,0.0,11.808854166666668,50.88821614583334,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:05
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003231,0.0,218.1953125,5.3078125,1024.0,0.0,0.0,0.0,11.808854166666666,50.88821614583333,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:10
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003231,0.0,218.1953125,5.3078125,1024.0,0.0,0.0,0.0,11.808854166666666,50.88821614583333,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:15
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003231,0.0,218.1953125,5.3078125,1024.0,0.0,0.0,0.0,11.808854166666666,50.88821614583333,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:20
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003231,0.0,218.1953125,5.3078125,1024.0,0.0,0.0,0.0,11.808854166666666,50.88821614583333,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:25
0.06262088509996222,0.0,243.69140625,1.5040364583333334,1024.0,0.0,0.0,0.0,8.098079427083333,78.52203776041667,0.2941033264666506,0.0,801.43359375,23.975520833333334,1024.0,0.0,0.0,0.0,16.078548177083334,220.74938151041667,0.06844852290003231,0.0,218.1953125,5.3078125,1024.0,0.0,0.0,0.0,11.808854166666666,50.88821614583333,0.025794759066654176,0.0,374.9296875,0.0,1024.0,0.0,0.0,0.0,5.746321614583334,66.888671875,0.06860564246665793,0.0,381.265625,3.88984375,1024.0,0.0,0.0,0.0,2.4273111979166666,65.22288411458334,0.05534432410004229,0.0,429.453125,4.305338541666667,1024.0,0.0,0.0,0.0,11.050553385416666,82.56110026041667,2026-03-24 13:28:30
0.1585564621000543,0.0,244.6015625,0.03033854166666667,1024.0,0.005338541666666667,0.0,0.0,37.61780598958333,113.45550130208333,0.7545215446999919,0.0,808.92578125,16.411718750000002,1024.0,0.0,0.0,0.0,84.8298828125,620.9353190104167,0.09431270989999094,0.0,218.8828125,1.5257812500000003,1024.0,0.0011718750000000002,0.0,0.0,22.993750000000002,90.55830078125001,0.04844086980000005,0.0,373.5859375,8.593619791666667,1024.0,0.0,0.0,0.0,13.496256510416666,60.133854166666666,0.08096381223334295,0.0,383.80859375,0.084765625,1024.0,0.0,0.0,0.0,20.211490885416666,94.81982421875,0.11083458769997681,0.0,426.9140625,11.771614583333335,1024.0,0.0,0.0,0.0,10.3912109375,83.71302083333333,2026-03-24 13:28:35
0.1585564621000543,0.0,244.6015625,0.03033854166666667,1024.0,0.005338541666666667,0.0,0.0,37.61780598958333,113.45550130208333,0.7545215446999919,0.0,808.92578125,16.411718750000002,1024.0,0.0,0.0,0.0,84.8298828125,620.9353190104167,0.09431270989999092,0.0,218.8828125,1.52578125,1024.0,0.001171875,0.0,0.0,22.99375,90.55830078125,0.04844086980000005,0.0,373.5859375,8.593619791666667,1024.0,0.0,0.0,0.0,13.496256510416666,60.133854166666666,0.08096381223334295,0.0,383.80859375,0.084765625,1024.0,0.0,0.0,0.0,20.211490885416666,94.81982421875,0.11083458769997681,0.0,426.9140625,11.771614583333335,1024.0,0.0,0.0,0.0,10.3912109375,83.71302083333333,2026-03-24 13:28:40
0.1585564621000543,0.0,244.6015625,0.03033854166666667,1024.0,0.005338541666666667,0.0,0.0,37.61780598958333,113.45550130208333,0.7545215446999919,0.0,808.92578125,16.411718750000002,1024.0,0.0,0.0,0.0,84.8298828125,620.9353190104167,0.09431270989999092,0.0,218.8828125,1.52578125,1024.0,0.001171875,0.0,0.0,22.99375,90.55830078125,0.04844086980000005,0.0,373.5859375,8.593619791666667,1024.0,0.0,0.0,0.0,13.496256510416666,60.133854166666666,0.08096381223334295,0.0,383.80859375,0.084765625,1024.0,0.0,0.0,0.0,20.211490885416666,94.81982421875,0.11083458769997681,0.0,426.9140625,11.771614583333335,1024.0,0.0,0.0,0.0,10.3912109375,83.71302083333333,2026-03-24 13:28:45
