,cpu,mem
details-v1,106.09707431147027,216.26050204918033
productpage-v1,568.1619638202231,778.1103355532787
ratings-v1,65.16957568852715,227.15119108606558
reviews-v1,35.0746992087426,371.8263319672131
reviews-v2,79.9483271245876,384.8359375
reviews-v3,63.71756907923368,425.3066086065574
