,cpu,mem
details-v1,123.2703346218594,224.82850922131146
productpage-v1,700.9426452109275,791.1080302254098
ratings-v1,75.99540532240349,228.20709528688525
reviews-v1,36.31196459453223,371.242443647541
reviews-v2,73.07662439453158,380.96766137295083
reviews-v3,77.04560833934582,425.81659836065575
