,cpu,mem
details-v1,214.3795127486329,234.48917776639345
productpage-v1,1260.6635791267754,814.7225922131148
ratings-v1,126.79093158196764,217.4695824795082
reviews-v1,82.90622131693611,373.2781762295082
reviews-v2,120.16934399179547,382.0589779713115
reviews-v3,133.77882371802468,430.1707223360656
