timestamp,adservice&p50,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,adservice&p90,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,adservice&p99,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2026-03-24 09:10:00,4.428571428571429,83.92857142857143,375.0,10.912162162162165,5.0,6.25,3.9696969696969693,145.0,3.9999999999999996,48.00000000000001,192.99999999999997,475.0,22.182432432432435,9.0,9.25,9.826086956521738,599.9999999999998,8.5,94.0,244.30000000000004,497.5,24.718243243243244,9.9,9.925,93.00000000000001,959.9999999999997,9.85
2026-03-24 09:10:05,4.428571428571429,83.92857142857143,416.6666666666667,10.912162162162165,7.499999999999999,6.875,3.9696969696969693,145.0,3.9999999999999996,48.00000000000001,192.99999999999997,799.9999999999999,22.182432432432435,43.75,32.50000000000001,9.826086956521738,599.9999999999998,8.5,94.0,244.30000000000004,980.0000000000001,24.718243243243244,49.375,48.25000000000001,93.00000000000001,959.9999999999997,9.85
2026-03-24 09:10:10,4.428571428571429,85.52631578947368,416.6666666666667,10.912162162162165,7.499999999999999,6.875,3.884735202492212,145.0,3.666666666666667,48.00000000000001,203.695652173913,799.9999999999999,22.182432432432435,43.75,32.50000000000001,9.089743589743591,599.9999999999998,8.000000000000002,94.0,297.49999999999824,980.0000000000001,24.718243243243244,49.375,48.25000000000001,44.74999999999988,959.9999999999997,9.8
2026-03-24 09:10:15,6.944444444444445,85.52631578947368,416.6666666666667,9.01639344262295,7.499999999999999,6.875,3.884735202492212,92.85714285714286,3.666666666666667,23.625,203.695652173913,799.9999999999999,22.98630136986301,43.75,32.50000000000001,9.089743589743591,223.91304347826087,8.000000000000002,93.16666666666664,297.49999999999824,980.0000000000001,86.57142857142853,49.375,48.25000000000001,44.74999999999988,700.0000000000007,9.8
2026-03-24 09:10:20,6.944444444444445,85.52631578947368,437.5,9.01639344262295,5.0,3.6666666666666665,3.884735202492212,92.85714285714286,3.666666666666667,23.625,203.695652173913,850.0000000000001,22.98630136986301,16.00000000000001,18.999999999999996,9.089743589743591,223.91304347826087,8.000000000000002,93.16666666666664,297.49999999999824,985.0,86.57142857142853,24.099999999999998,24.400000000000002,44.74999999999988,700.0000000000007,9.8
2026-03-24 09:10:25,6.944444444444445,91.11111111111111,437.5,9.01639344262295,5.0,3.6666666666666665,3.6339869281045756,92.85714285714286,4.411764705882353,23.625,235.0,850.0000000000001,22.98630136986301,16.00000000000001,18.999999999999996,8.54375,223.91304347826087,9.549999999999999,93.16666666666664,463.00000000000006,985.0,86.57142857142853,24.099999999999998,24.400000000000002,66.41666666666636,700.0000000000007,46.374999999999986
2026-03-24 09:10:30,4.76,91.11111111111111,437.5,7.75,5.0,3.6666666666666665,3.6339869281045756,95.0,4.411764705882353,16.187499999999993,235.0,850.0000000000001,20.401315789473685,16.00000000000001,18.999999999999996,8.54375,246.84210526315795,9.549999999999999,24.11875,463.00000000000006,985.0,24.540131578947367,24.099999999999998,24.400000000000002,66.41666666666636,473.0,46.374999999999986
2026-03-24 09:10:35,4.76,91.11111111111111,583.3333333333334,7.75,10.0,6.25,3.6339869281045756,95.0,4.411764705882353,16.187499999999993,235.0,916.6666666666666,20.401315789473685,80.0,9.25,8.54375,246.84210526315795,9.549999999999999,24.11875,463.00000000000006,991.6666666666666,24.540131578947367,98.00000000000001,9.925,66.41666666666636,473.0,46.374999999999986
2026-03-24 09:10:40,4.76,82.62711864406779,583.3333333333334,7.75,10.0,6.25,3.801369863013698,95.0,3.3529411764705883,16.187499999999993,210.35714285714283,916.6666666666666,20.401315789473685,80.0,9.25,9.005263157894738,246.84210526315795,10.0,24.11875,903.7500000000006,991.6666666666666,24.540131578947367,98.00000000000001,9.925,49.54999999999998,473.0,44.999999999999964
2026-03-24 09:10:45,4.1875,82.62711864406779,583.3333333333334,8.75,10.0,6.25,3.801369863013698,94.11764705882352,3.3529411764705883,9.088235294117647,210.35714285714283,916.6666666666666,22.348837209302324,80.0,9.25,9.005263157894738,220.00000000000003,10.0,21.17500000000002,903.7500000000006,991.6666666666666,85.49999999999993,98.00000000000001,9.925,49.54999999999998,700.0000000000007,44.999999999999964
