timestamp,adservice&p50,cartservice&p50,checkoutservice&p50,currencyservice&p50,emailservice&p50,paymentservice&p50,productcatalogservice&p50,recommendationservice&p50,shippingservice&p50,adservice&p90,cartservice&p90,checkoutservice&p90,currencyservice&p90,emailservice&p90,paymentservice&p90,productcatalogservice&p90,recommendationservice&p90,shippingservice&p90,adservice&p99,cartservice&p99,checkoutservice&p99,currencyservice&p99,emailservice&p99,paymentservice&p99,productcatalogservice&p99,recommendationservice&p99,shippingservice&p99
2026-03-24 09:18:00,6.521739130434783,85.21505376344086,458.3333333333333,8.251879699248121,9.375,7.5,3.7551867219917012,138.33333333333334,3.6400000000000006,41.42857142857145,213.18181818181827,875.0,21.93534482758621,55.000000000000036,21.0,8.4,352.7777777777778,8.35714285714286,92.60000000000002,672.5000000000026,987.4999999999999,42.113636363636424,95.5,24.6,23.399999999999906,883.7499999999994,20.04999999999996
2026-03-24 09:18:05,6.521739130434783,85.21505376344086,475.0,8.251879699248121,7.083333333333333,3.8000000000000003,3.7551867219917012,138.33333333333334,3.6400000000000006,41.42857142857145,213.18181818181827,1150.000000000001,21.93534482758621,27.500000000000018,8.250000000000002,8.4,352.7777777777778,8.35714285714286,92.60000000000002,672.5000000000026,2365.0,42.113636363636424,47.75,9.825000000000001,23.399999999999906,883.7499999999994,20.04999999999996
2026-03-24 09:18:10,6.521739130434783,91.7910447761194,475.0,8.251879699248121,7.083333333333333,3.8000000000000003,3.8990384615384617,138.33333333333334,4.0,41.42857142857145,400.0000000000007,1150.000000000001,21.93534482758621,27.500000000000018,8.250000000000002,8.959374999999998,352.7777777777778,8.850000000000001,92.60000000000002,944.0000000000002,2365.0,42.113636363636424,47.75,9.825000000000001,77.13636363636334,883.7499999999994,20.04999999999996
2026-03-24 09:18:15,5.37037037037037,91.7910447761194,475.0,9.026548672566372,7.083333333333333,3.8000000000000003,3.8990384615384617,119.23076923076924,4.0,36.000000000000064,400.0000000000007,1150.000000000001,22.304347826086957,27.500000000000018,8.250000000000002,8.959374999999998,319.23076923076906,8.850000000000001,92.19999999999993,944.0000000000002,2365.0,66.19999999999996,47.75,9.825000000000001,77.13636363636334,481.92307692307685,20.04999999999996
2026-03-24 09:18:20,5.37037037037037,91.7910447761194,468.75,9.026548672566372,8.75,4.142857142857142,3.8990384615384617,119.23076923076924,4.0,36.000000000000064,400.0000000000007,960.0000000000001,22.304347826086957,82.50000000000001,9.833333333333332,8.959374999999998,319.23076923076906,8.850000000000001,92.19999999999993,944.0000000000002,2290.0000000000005,66.19999999999996,98.25,23.35000000000001,77.13636363636334,481.92307692307685,20.04999999999996
2026-03-24 09:18:25,5.37037037037037,84.30851063829788,468.75,9.026548672566372,8.75,4.142857142857142,3.8509719222462206,119.23076923076924,4.090909090909091,36.000000000000064,210.50000000000009,960.0000000000001,22.304347826086957,82.50000000000001,9.833333333333332,9.01840490797546,319.23076923076906,9.60714285714286,92.19999999999993,435.4999999999999,2290.0000000000005,66.19999999999996,98.25,23.35000000000001,95.71428571428582,481.92307692307685,173.50000000000017
2026-03-24 09:18:30,5.714285714285714,84.30851063829788,468.75,8.81578947368421,8.75,4.142857142857142,3.8509719222462206,151.5625,4.090909090909091,40.625000000000014,210.50000000000009,960.0000000000001,21.8359375,82.50000000000001,9.833333333333332,9.01840490797546,343.1818181818185,9.60714285714286,90.0,435.4999999999999,2290.0000000000005,67.99999999999967,98.25,23.35000000000001,95.71428571428582,777.5000000000018,173.50000000000017
2026-03-24 09:18:35,5.714285714285714,84.30851063829788,406.25,8.81578947368421,8.181818181818182,4.6,3.8509719222462206,151.5625,4.090909090909091,40.625000000000014,210.50000000000009,750.0,21.8359375,50.0,115.0000000000001,9.01840490797546,343.1818181818185,9.60714285714286,90.0,435.4999999999999,975.0,67.99999999999967,219.9999999999998,236.5,95.71428571428582,777.5000000000018,173.50000000000017
2026-03-24 09:18:40,5.714285714285714,82.59803921568627,406.25,8.81578947368421,8.181818181818182,4.6,4.160194174757282,151.5625,3.5909090909090904,40.625000000000014,239.73684210526324,750.0,21.8359375,50.0,115.0000000000001,9.413705583756348,343.1818181818185,11.5,90.0,833.7500000000005,975.0,67.99999999999967,219.9999999999998,236.5,93.02777777777816,777.5000000000018,71.50000000000004
2026-03-24 09:18:45,4.513513513513514,82.59803921568627,406.25,7.418699186991871,8.181818181818182,4.6,4.160194174757282,98.29545454545455,3.5909090909090904,19.375000000000043,239.73684210526324,750.0,20.815,50.0,115.0000000000001,9.413705583756348,394.2307692307694,11.5,83.75000000000017,833.7500000000005,975.0,57.62500000000002,219.9999999999998,236.5,93.02777777777816,858.3333333333335,71.50000000000004
