,cpu,mem
ad,76.22494929836034,374.0578253073771
cart,188.5231095956287,274.6725153688525
checkout,83.86661744262288,151.99884733606558
currency,342.22123892459416,261.1343493852459
email,39.21842928961746,177.2704918032787
frontend,664.6156378415292,205.95587858606558
payment,32.9721173508189,180.67725409836066
productcatalog,323.6403738562869,213.20946465163934
recommendation,246.39542754972683,164.12967469262296
shipping,44.99478161743326,161.3628329918033
