,cpu,mem
ad,95.50960031475373,381.7603099385246
cart,240.04502987540948,279.0696080942623
checkout,150.15346832786884,166.3876793032787
currency,497.68178801311274,279.14446721311475
email,52.79634281967195,175.6909579918033
frontend,913.3647523377061,281.6446593237705
payment,39.65033720656038,183.3169825819672
productcatalog,400.70363538633535,224.0906762295082
recommendation,486.2980881136614,184.2143954918033
shipping,81.35706178087852,163.12743340163934
