,cpu,mem
details-v1,85.80448672021576,212.07998206967213
productpage-v1,457.0948935579221,774.0016009221312
ratings-v1,59.833463951371385,224.86136014344262
reviews-v1,33.656389675953,371.16034836065575
reviews-v2,59.6200795202173,382.6359503073771
reviews-v3,59.73879688579473,424.909643954918
