timestamp,frontend_adservice&p50,checkoutservice_cartservice&p50,frontend_cartservice&p50,frontend_checkoutservice&p50,checkoutservice_currencyservice&p50,frontend_currencyservice&p50,checkoutservice_emailservice&p50,checkoutservice_paymentservice&p50,checkoutservice_productcatalogservice&p50,frontend_productcatalogservice&p50,recommendationservice_productcatalogservice&p50,frontend_recommendationservice&p50,checkoutservice_shippingservice&p50,frontend_shippingservice&p50,frontend_adservice&p90,checkoutservice_cartservice&p90,frontend_cartservice&p90,frontend_checkoutservice&p90,checkoutservice_currencyservice&p90,frontend_currencyservice&p90,checkoutservice_emailservice&p90,checkoutservice_paymentservice&p90,checkoutservice_productcatalogservice&p90,frontend_productcatalogservice&p90,recommendationservice_productcatalogservice&p90,frontend_recommendationservice&p90,checkoutservice_shippingservice&p90,frontend_shippingservice&p90,frontend_adservice&p99,checkoutservice_cartservice&p99,frontend_cartservice&p99,frontend_checkoutservice&p99,checkoutservice_currencyservice&p99,frontend_currencyservice&p99,checkoutservice_emailservice&p99,checkoutservice_paymentservice&p99,checkoutservice_productcatalogservice&p99,frontend_productcatalogservice&p99,recommendationservice_productcatalogservice&p99,frontend_recommendationservice&p99,checkoutservice_shippingservice&p99,frontend_shippingservice&p99
2026-03-24 09:27:00,6.38157894736842,87.96296296296296,95.625,500.0,7.500000000000001,8.7707182320442,8.666666666666668,5.0,5.0,3.8115942028985508,50.40983606557376,157.58928571428572,17.5,3.9565217391304346,24.49999999999999,408.33333333333354,1040.000000000001,1000.0,23.714285714285715,21.50757575757576,80.0000000000001,9.0,90.0,8.588235294117649,229.32432432432432,428.3333333333334,91.57894736842105,8.454545454545455,93.43749999999997,2192.5,2354.0,2349.999999999999,46.749999999999986,24.85530303030303,231.99999999999997,9.899999999999999,99.0,64.72727272727278,834.9999999999995,919.2857142857147,394.99999999999955,9.845454545454544
2026-03-24 09:27:05,6.38157894736842,81.89655172413794,95.625,437.5,7.045454545454546,8.7707182320442,7.75,7.1875,66.66666666666667,3.8115942028985508,50.40983606557376,157.58928571428572,10.0,3.9565217391304346,24.49999999999999,358.33333333333377,1040.000000000001,850.0000000000001,20.750000000000004,21.50757575757576,52.49999999999998,18.625,93.33333333333333,8.588235294117649,229.32432432432432,428.3333333333334,88.88888888888889,8.454545454545455,93.43749999999997,2222.5000000000014,2354.0,985.0,43.24999999999999,24.85530303030303,95.25000000000003,24.362499999999994,99.33333333333334,64.72727272727278,834.9999999999995,919.2857142857147,98.88888888888889,9.845454545454544
2026-03-24 09:27:10,6.38157894736842,81.25,84.95145631067962,437.5,7.045454545454546,8.7707182320442,7.75,7.1875,5.0,3.8975409836065573,52.459016393442624,157.58928571428572,52.77777777777778,4.0,24.49999999999999,374.9999999999998,224.68750000000003,850.0000000000001,20.750000000000004,21.50757575757576,52.49999999999998,18.625,90.00000000000001,8.802564102564103,231.35135135135135,428.3333333333334,90.55555555555556,8.5,93.43749999999997,824.9999999999986,819.9999999999992,985.0,43.24999999999999,24.85530303030303,95.25000000000003,24.362499999999994,99.0,41.08333333333322,838.5714285714292,919.2857142857147,99.05555555555554,9.85
2026-03-24 09:27:15,4.795918367346939,81.25,84.95145631067962,437.5,6.818181818181818,8.805555555555555,7.75,7.1875,5.0,3.8975409836065573,51.829268292682926,119.89795918367346,52.77777777777778,4.0,33.124999999999936,374.9999999999998,224.68750000000003,850.0000000000001,17.800000000000008,22.68944099378882,52.49999999999998,18.625,90.00000000000001,8.802564102564103,163.33333333333334,301.9230769230771,90.55555555555556,8.5,93.07142857142856,824.9999999999986,819.9999999999992,985.0,24.28,87.55555555555559,95.25000000000003,24.362499999999994,99.0,41.08333333333322,447.5000000000003,497.5,99.05555555555554,9.85
2026-03-24 09:27:20,4.795918367346939,84.0,84.95145631067962,500.0,7.142857142857143,8.805555555555555,9.166666666666666,6.25,4.333333333333334,3.8975409836065573,51.829268292682926,119.89795918367346,10.0,4.0,33.124999999999936,349.99999999999994,224.68750000000003,900.0,20.285714285714285,22.68944099378882,129.99999999999994,18.625,87.5,8.802564102564103,163.33333333333334,301.9230769230771,99.23076923076923,8.5,93.07142857142856,829.9999999999982,819.9999999999992,990.0,24.528571428571432,87.55555555555559,238.00000000000009,24.362499999999994,98.75,41.08333333333322,447.5000000000003,497.5,460.0000000000002,9.85
2026-03-24 09:27:25,4.795918367346939,82.0,83.41346153846155,500.0,7.142857142857143,8.805555555555555,9.166666666666666,6.25,10.0,4.4,52.67857142857142,119.89795918367346,9.583333333333336,3.6666666666666665,33.124999999999936,213.99999999999997,209.13793103448285,900.0,20.285714285714285,22.68944099378882,129.99999999999994,18.625,90.0,9.645418326693227,164.82142857142856,301.9230769230771,98.84615384615385,9.799999999999999,93.07142857142856,460.0000000000002,480.5000000000014,990.0,24.528571428571432,87.55555555555559,238.00000000000009,24.362499999999994,99.0,82.76923076923104,446.2499999999996,497.5,458.74999999999966,84.00000000000004
2026-03-24 09:27:30,7.738095238095238,82.0,83.41346153846155,500.0,7.916666666666667,8.507109004739336,9.166666666666666,6.25,10.0,4.4,58.771929824561404,193.75000000000003,9.583333333333336,3.6666666666666665,47.500000000000036,213.99999999999997,209.13793103448285,900.0,21.50000000000001,22.086705202312142,129.99999999999994,18.625,90.0,9.645418326693227,250.0,460.294117647059,98.84615384615385,9.799999999999999,94.38888888888893,460.0000000000002,480.5000000000014,990.0,214.00000000000009,359.44444444444474,238.00000000000009,24.362499999999994,99.0,82.76923076923104,699.9999999999986,911.4285714285719,458.74999999999966,84.00000000000004
2026-03-24 09:27:35,7.738095238095238,78.2051282051282,83.41346153846155,468.75,8.026315789473685,8.507109004739336,8.5,7.205882352941177,65.0,4.4,58.771929824561404,193.75000000000003,60.57692307692308,3.6666666666666665,47.500000000000036,122.50000000000003,209.13793103448285,883.3333333333334,22.214285714285726,22.086705202312142,68.75000000000003,19.75000000000001,93.0,9.645418326693227,250.0,460.294117647059,95.1923076923077,9.799999999999999,94.38888888888893,390.0000000000008,480.5000000000014,988.3333333333334,225.2499999999998,359.44444444444474,96.87500000000001,93.25,99.3,82.76923076923104,699.9999999999986,911.4285714285719,387.4999999999987,84.00000000000004
2026-03-24 09:27:40,7.738095238095238,76.92307692307692,82.58928571428571,468.75,8.026315789473685,8.507109004739336,8.5,7.205882352941177,10.0,4.383928571428571,53.181818181818194,193.75000000000003,52.77777777777778,3.642857142857143,47.500000000000036,98.46153846153847,211.92307692307693,883.3333333333334,22.214285714285726,22.086705202312142,68.75000000000003,19.75000000000001,90.0,9.92016806722689,246.70000000000005,460.294117647059,93.51851851851853,9.41666666666667,94.38888888888893,229.00000000000006,953.9999999999995,988.3333333333334,225.2499999999998,359.44444444444474,96.87500000000001,93.25,99.0,81.04999999999995,686.2500000000018,911.4285714285719,362.50000000000057,81.5000000000001
2026-03-24 09:27:45,6.730769230769232,76.92307692307692,82.58928571428571,468.75,7.500000000000001,8.5,8.5,7.205882352941177,10.0,4.383928571428571,37.5,245.94594594594597,52.77777777777778,3.642857142857143,59.09090909090912,98.46153846153847,211.92307692307693,883.3333333333334,22.214285714285726,22.67164179104478,68.75000000000003,19.75000000000001,90.0,9.92016806722689,515.909090909091,937.9310344827586,93.51851851851853,9.41666666666667,95.90909090909088,229.00000000000006,953.9999999999995,988.3333333333334,200.4999999999996,65.16666666666691,96.87500000000001,93.25,99.0,81.04999999999995,1285.000000000003,2282.499999999999,362.50000000000057,81.5000000000001
