,cpu,mem
details-v1,60.0230864377044,205.90817110655738
productpage-v1,291.6738793262314,766.5985527663935
ratings-v1,45.29505392787046,223.25108862704917
reviews-v1,61.2616938541001,366.15906762295083
reviews-v2,153.73786732131308,372.20485399590166
reviews-v3,81.66051668087144,420.7110655737705
