timestamp,details-v1,productpage-v1,ratings-v1,reviews-v1,reviews-v2,reviews-v3
2026-03-24 10:46:00,3.666666666666666,4.533333333333333,2.2,1.4,1.4666666666666666,1.2666666666666666
2026-03-24 10:46:05,3.6666666666666665,4.533333333333333,2.9333333333333336,0.9333333333333333,1.4666666666666666,1.2
2026-03-24 10:46:10,3.6666666666666665,4.533333333333333,2.9333333333333336,0.9333333333333333,1.7333333333333334,1.2
2026-03-24 10:46:15,4.666666666666666,4.933333333333334,2.9333333333333336,0.9333333333333333,1.7333333333333334,1.2
2026-03-24 10:46:20,4.666666666666667,4.933333333333334,3.0,1.3333333333333333,1.7333333333333334,1.2
2026-03-24 10:46:25,4.666666666666667,4.933333333333334,3.0,1.3333333333333333,1.4666666666666666,1.2
2026-03-24 10:46:30,3.733333333333333,4.933333333333334,3.0,1.3333333333333333,1.4666666666666666,1.2
2026-03-24 10:46:35,3.7333333333333334,4.933333333333334,2.4,1.4,1.4666666666666666,1.2666666666666666
2026-03-24 10:46:40,3.7333333333333334,4.933333333333334,2.4,1.4,1.5333333333333334,1.2666666666666666
2026-03-24 10:46:45,4.3999999999999995,4.533333333333333,2.4,1.4,1.5333333333333334,1.2666666666666666
2026-03-24 10:46:50,4.4,4.533333333333333,3.0666666666666664,1.3333333333333333,1.5333333333333334,1.2
2026-03-24 10:46:55,4.4,4.533333333333333,3.0666666666666664,1.3333333333333333,1.7333333333333334,1.2
2026-03-24 10:47:00,4.199999999999999,4.6,3.0666666666666664,1.3333333333333333,1.7333333333333334,1.2
2026-03-24 10:47:05,4.2,4.6,3.0666666666666664,1.0666666666666667,1.7333333333333334,1.6
2026-03-24 10:47:10,4.2,4.6,3.0666666666666664,1.0666666666666667,1.7333333333333334,1.6
2026-03-24 10:47:15,4.3999999999999995,0.0,3.0666666666666664,1.0666666666666667,1.7333333333333334,1.6
2026-03-24 10:47:20,4.4,0.0,3.3333333333333335,1.0666666666666667,1.7333333333333334,1.6
2026-03-24 10:47:25,4.4,0.0,3.3333333333333335,1.0666666666666667,1.4666666666666666,1.6
2026-03-24 10:47:30,3.7999999999999994,0.0,3.3333333333333335,1.0666666666666667,1.4666666666666666,1.6
2026-03-24 10:47:35,3.8,0.0,3.066666666666667,1.0,1.4666666666666666,1.3333333333333333
2026-03-24 10:47:40,3.8,0.0,3.066666666666667,1.0,1.6,1.3333333333333333
2026-03-24 10:47:45,5.0666666666666655,0.0,3.066666666666667,1.0,1.6,1.3333333333333333
2026-03-24 10:47:50,5.066666666666666,0.0,3.333333333333333,1.6666666666666667,1.6,2.0
2026-03-24 10:47:55,5.066666666666666,0.0,3.333333333333333,1.6666666666666667,1.4666666666666666,2.0
2026-03-24 10:48:00,4.533333333333332,0.0,3.333333333333333,1.6666666666666667,1.4666666666666666,2.0
2026-03-24 10:48:05,4.533333333333333,0.0,2.6666666666666665,1.6,1.4666666666666666,1.3331555792560992
2026-03-24 10:48:10,4.533333333333333,0.0,2.6666666666666665,1.6,1.4,1.3331555792560992
2026-03-24 10:48:15,4.133333333333333,0.0,2.6666666666666665,1.6,1.4,1.3331555792560992
2026-03-24 10:48:20,4.133333333333334,0.0,3.0666666666666664,1.1333333333333333,1.4,1.4668622482997733
2026-03-24 10:48:25,4.133333333333334,0.0,3.0666666666666664,1.1333333333333333,1.5333333333333334,1.4668622482997733
2026-03-24 10:48:30,4.3999999999999995,0.0,3.0666666666666664,1.1333333333333333,1.5333333333333334,1.4668622482997733
2026-03-24 10:48:35,4.4,0.0,2.8,1.8,1.5333333333333334,1.4
2026-03-24 10:48:40,4.4,0.0,2.8,1.8,1.7333333333333334,1.4
2026-03-24 10:48:45,4.066666666666666,0.0,2.8,1.8,1.7333333333333334,1.4
2026-03-24 10:48:50,4.066666666666666,0.0,2.9333333333333336,1.0666666666666667,1.7333333333333334,1.4
2026-03-24 10:48:55,4.066666666666666,0.0,2.9333333333333336,1.0666666666666667,1.4,1.4
2026-03-24 10:49:00,4.199999999999999,0.0,2.9333333333333336,1.0666666666666667,1.4,1.4
2026-03-24 10:49:05,4.2,0.0,2.8666666666666667,1.3333333333333333,1.4,0.9333333333333333
2026-03-24 10:49:10,4.2,0.0,2.8666666666666667,1.3333333333333333,1.6,0.9333333333333333
2026-03-24 10:49:15,4.199999999999999,0.0,2.8666666666666667,1.3333333333333333,1.6,0.9333333333333333
2026-03-24 10:49:20,4.2,0.0,2.8,1.5333333333333334,1.6,1.3997200559888021
2026-03-24 10:49:25,4.2,0.0,2.8,1.5333333333333334,1.4,1.3997200559888021
2026-03-24 10:49:30,4.066666666666666,0.0,2.8,1.5333333333333334,1.4,1.3997200559888021
2026-03-24 10:49:35,4.066666666666666,0.0,2.533333333333333,1.5333333333333334,1.4,1.3336000533440022
2026-03-24 10:49:40,4.066666666666666,0.0,2.533333333333333,1.5333333333333334,1.5333333333333334,1.3336000533440022
2026-03-24 10:49:45,4.3999999999999995,0.0,2.533333333333333,1.5333333333333334,1.5333333333333334,1.3336000533440022
2026-03-24 10:49:50,4.4,0.0,3.0,1.5333333333333334,1.5333333333333334,1.6666666666666667
2026-03-24 10:49:55,4.4,0.0,3.0,1.5333333333333334,0.9333333333333333,1.6666666666666667
2026-03-24 10:50:00,4.133333333333333,0.0,3.0,1.5333333333333334,0.9333333333333333,1.6666666666666667
2026-03-24 10:50:05,4.133333333333334,0.0,2.1333333333333333,1.5333333333333334,0.9333333333333333,1.0666666666666667
2026-03-24 10:50:10,4.133333333333334,0.0,2.1333333333333333,1.5333333333333334,1.2666666666666666,1.0666666666666667
2026-03-24 10:50:15,4.666666666666666,0.0,2.1333333333333333,1.5333333333333334,1.2666666666666666,1.0666666666666667
2026-03-24 10:50:20,4.666666666666667,0.0,2.9333333333333336,2.066666666666667,1.2666666666666666,1.6
2026-03-24 10:50:25,4.666666666666667,0.0,2.9333333333333336,2.066666666666667,1.0663822980538522,1.6
2026-03-24 10:50:30,3.7999999999999994,0.0,2.9333333333333336,2.066666666666667,1.0663822980538522,1.6
2026-03-24 10:50:35,3.8,0.0,2.4,1.5333333333333334,1.0663822980538522,1.5996800639872026
2026-03-24 10:50:40,3.8,0.0,2.4,1.5333333333333334,1.0669511869831956,1.5996800639872026
2026-03-24 10:50:45,4.866666666666665,0.0,2.4,1.5333333333333334,1.0669511869831956,1.5996800639872026
2026-03-24 10:50:50,4.866666666666666,0.0,2.5999999999999996,2.0,1.0669511869831956,1.400280056011202
2026-03-24 10:50:55,4.866666666666666,0.0,2.5999999999999996,2.0,1.1331822423676845,1.400280056011202
2026-03-24 10:51:00,4.533333333333332,0.0,2.5999999999999996,2.0,1.1331822423676845,1.400280056011202
