,cpu,mem
ad,43.29025545792323,371.3847976434426
cart,76.17522023169394,274.6329405737705
checkout,39.564976629508145,149.06390881147541
currency,122.56608935519006,265.81045081967216
email,34.512347925683,176.34970543032787
frontend,254.01570342515984,202.734375
payment,26.885531173773423,180.99186731557376
productcatalog,108.25051976721228,212.4054175204918
recommendation,87.28816337486337,162.2000512295082
shipping,26.407296712024056,160.905993852459
